Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
76312,0.927411537,0.779086778,0.829141191,0.191691128,0.756953153,0.2520641,0.262876825,0.79807798,0.491614507,0.458114787,0.281967102,0.756832326,0.49927783,0.625567025,0.378100534,0.445907062,0.771859109,0.655859291,0.502448259,0.576203371,0.564184804,0.526902158,0.664662432,0.427167877,0.584243976,0.289298881,0.412007178,0.308886715,0.002997529,0
76365,0.946133223,0.776610337,0.839860045,0.247985511,0.777607625,0.304121151,0.260675128,0.802250853,0.460214442,0.500480658,0.234008086,0.706378013,0.445159056,0.649627232,0.361728343,0.448267473,0.723508563,0.703983721,0.635858989,0.581711448,0.563648365,0.532651992,0.66177056,0.521586176,0.585793294,0.40071427,0.422389528,0.31603089,2.96E-05,0
76397,0.983672649,0.757178344,0.847356193,0.196829661,0.754095788,0.250803977,0.25978805,0.782592975,0.399401279,0.53862339,0.272336447,0.671376038,0.467951596,0.637637917,0.37851473,0.433850769,0.749669015,0.644710041,0.534683992,0.576558174,0.558347049,0.501644122,0.666570293,0.476045552,0.596836317,0.388448167,0.417043484,0.313615575,0.000583858,0
76565,0.945369839,0.775379635,0.873501283,0.287397048,0.765069635,0.261683792,0.272837114,0.782471775,0.444893593,0.50789139,0.229468206,0.694110222,0.429182215,0.627565615,0.249994241,0.462963142,0.716639417,0.596940212,0.498394157,0.579538398,0.557043204,0.480311995,0.665307812,0.437103926,0.562216535,0.514920735,0.411810177,0.310506168,0.003717621,0
76585,0.973686493,0.765068266,0.843175379,0.304310471,0.763531876,0.262833697,0.265408059,0.786688284,0.458108697,0.511784804,0.366951832,0.72447356,0.384658153,0.669954064,0.383411782,0.454446586,0.719025367,0.659700602,0.518409889,0.580668039,0.564349889,0.521087274,0.663123154,0.383686009,0.602372489,0.371972772,0.416630436,0.313741331,0.004925819,0
76587,0.9506574,0.740001709,0.842858732,0.338256621,0.754400153,0.263352596,0.269245694,0.782925664,0.479688026,0.49706267,0.257349069,0.744163527,0.564538249,0.635336618,0.380261314,0.458652878,0.717979886,0.668780131,0.507979289,0.597899957,0.57191896,0.519442568,0.652872285,0.446988776,0.591760157,0.367988462,0.415017132,0.316869166,0.03287551,0
76727,0.976705287,0.768061485,0.852875152,0.321863049,0.761487946,0.260163988,0.264505443,0.785736238,0.479767283,0.505111249,0.276091402,0.732807437,0.434486802,0.642721782,0.319486621,0.423086028,0.744593625,0.58292379,0.51640274,0.578340675,0.561319743,0.52057421,0.665159525,0.466388406,0.609074196,0.375928037,0.41753003,0.313682078,0.000778478,0
76823,0.926567528,0.753016202,0.850631069,0.24489658,0.74807906,0.276869646,0.277194865,0.791686051,0.472583869,0.470486877,0.252363027,0.721822381,0.428269929,0.640216721,0.293575576,0.437932445,0.750010758,0.570116235,0.4714118,0.592329904,0.568449365,0.519426803,0.692471012,0.390912189,0.529641826,0.532872461,0.412920595,0.316490203,0.026580738,0
76846,0.980087095,0.768875528,0.83934132,0.282163296,0.763278566,0.252687767,0.266531043,0.782940024,0.471877925,0.506778091,0.245933331,0.703046131,0.39220853,0.656778941,0.34570301,0.439838799,0.731827667,0.615127495,0.573778899,0.578436546,0.560245354,0.50586929,0.6639673,0.441893883,0.614016233,0.516372121,0.415469815,0.313108983,0,0
76859,0.95266046,0.778401339,0.855900313,0.249690758,0.767790007,0.25585833,0.269309907,0.785178064,0.45199738,0.498419888,0.241349843,0.689181999,0.443651484,0.632425482,0.408440139,0.466864841,0.726183111,0.658169358,0.57220012,0.581570056,0.556654171,0.472104523,0.664361513,0.353704738,0.572476144,0.442788567,0.420977435,0.315011872,8.49E-05,0
77056,0.98156946,0.759369978,0.834097025,0.190748663,0.758184409,0.249123281,0.264042381,0.782456964,0.475673359,0.505525705,0.231565323,0.688025385,0.332639459,0.662603306,0.389539101,0.368379219,0.745626522,0.739477059,0.56865161,0.573895173,0.555306708,0.486042163,0.663677957,0.427050473,0.62191371,0.336374001,0.417364465,0.313479821,0.001198077,0
77072,0.927859505,0.709843346,0.831098778,0.280587942,0.747079783,0.271786411,0.271327128,0.785200442,0.530166491,0.470307518,0.358187741,0.783022795,0.463400818,0.640378717,0.298540666,0.417843619,0.745164338,0.666930197,0.590426632,0.611041334,0.576389271,0.498777147,0.645091751,0.42935403,0.574574702,0.300632162,0.413750617,0.318897121,0.058385842,0
77215,0.877601284,0.74053413,0.848899838,0.409599683,0.776808211,0.261080116,0.266059574,0.784624711,0.444995407,0.556390113,0.363175101,0.705339978,0.445712766,0.647562697,0.441184634,0.459334788,0.721813902,0.661470697,0.652799695,0.565286978,0.549458084,0.521844118,0.682902112,0.347343824,0.59388548,0.465815551,0.42279135,0.345835805,0.006217703,0
77235,0.976541175,0.751889943,0.860129326,0.246691404,0.751671378,0.26267223,0.257348087,0.787530169,0.486448533,0.514605706,0.21035712,0.672297163,0.349719331,0.614881416,0.264484942,0.471714679,0.757229614,0.567947747,0.636110983,0.582517448,0.56391119,0.52755532,0.663162309,0.436891031,0.597745249,0.404717211,0.417281027,0.31405389,0.005215802,0
77435,0.979978785,0.768303884,0.834011791,0.29949712,0.768544524,0.268841366,0.264992575,0.786986581,0.482992692,0.507056632,0.165662427,0.680440443,0.355347566,0.654184332,0.34759366,0.44124325,0.726197456,0.628342296,0.576639727,0.577660055,0.558041352,0.490593552,0.662265985,0.199436548,0.623254324,0.389475678,0.417082161,0.31307543,3.89E-05,0
77464,0.975204212,0.764672942,0.855453766,0.304928318,0.761838041,0.270545268,0.261346089,0.789122201,0.477857236,0.508996481,0.341771891,0.745978,0.468785915,0.643188156,0.34694493,0.458299345,0.715926925,0.676734411,0.528189285,0.580091444,0.564989303,0.542011923,0.663005153,0.345741483,0.602234657,0.390026645,0.417817228,0.313718716,0.00240355,0
77734,0.94048013,0.777942938,0.855560028,0.293025936,0.768393056,0.264463523,0.265913173,0.79113709,0.42120744,0.504268836,0.356221695,0.742818228,0.505910693,0.668937686,0.397375718,0.439034187,0.731322067,0.668913816,0.627187097,0.580261842,0.564660737,0.529908827,0.661963881,0.345766336,0.608431018,0.405324687,0.412354344,0.311092423,9.15E-05,0
77845,0.915778134,0.750071815,0.889911694,0.339251667,0.767712412,0.275302361,0.25691749,0.792610817,0.49787353,0.50558753,0.302411719,0.764242635,0.511314832,0.602536146,0.231391263,0.422460137,0.745300089,0.677829933,0.666464962,0.580133828,0.562615395,0.559467167,0.656893552,0.363340471,0.59908385,0.448254927,0.428707671,0.313287071,0.007784779,0
77884,0.980327676,0.767936787,0.833622619,0.261731556,0.764497752,0.253026306,0.266752436,0.782923724,0.469962977,0.507057096,0.230468149,0.682211492,0.365950616,0.666728354,0.412654215,0.454974245,0.720844528,0.637881158,0.579780113,0.578990696,0.559836533,0.493519266,0.66372993,0.369381089,0.608297137,0.528960074,0.415010286,0.313074142,0.00089525,0
78037,0.960654288,0.772615085,0.849671701,0.276131597,0.762207388,0.272166466,0.256481498,0.758566978,0.391645901,0.517757151,0.343342974,0.73329107,0.477238898,0.674157379,0.387865976,0.39933459,0.735188315,0.761518173,0.526493809,0.58319785,0.537884774,0.525471474,0.664724352,0.338263317,0.612135197,0.410759275,0.419578977,0.318157008,0.000350315,0
78116,0.980389832,0.768352684,0.813094562,0.260151518,0.781609464,0.297190443,0.263708808,0.793593548,0.460193011,0.509915982,0.260449617,0.70903639,0.433273965,0.659283189,0.349703921,0.447776613,0.7133733,0.6538497,0.582365527,0.579734205,0.560024726,0.498646319,0.662760186,0.519529316,0.633994755,0.385395989,0.416731166,0.313255821,2.96E-05,0
78135,0.944793075,0.774521039,0.864182372,0.220812293,0.769343709,0.258158667,0.270844488,0.785488058,0.480575498,0.47619022,0.241486391,0.663935987,0.268842134,0.592944773,0.263854496,0.460633582,0.754319515,0.637185474,0.415462302,0.577251871,0.559038393,0.499620911,0.660821627,0.375436059,0.591049372,0.445325608,0.41402573,0.310662865,0.000479153,0
78327,0.921316334,0.774926153,0.864666643,0.29892941,0.770254585,0.253085722,0.259813175,0.767283549,0.457705777,0.525915499,0.276619579,0.708062951,0.467911535,0.651699233,0.48221887,0.436420874,0.74130017,0.636418376,0.700021704,0.574503651,0.578371188,0.455323628,0.658579848,0.440350414,0.575398188,0.495400395,0.429894815,0.314472731,0.000283366,0
78387,0.981498069,0.761610646,0.84393383,0.217312786,0.759136431,0.257422286,0.261727395,0.785380545,0.42899867,0.526213663,0.335798876,0.706906699,0.408075834,0.660937775,0.364563181,0.424210461,0.719660146,0.743144218,0.546992601,0.574899743,0.549945918,0.429783317,0.669381737,0.375665755,0.569707685,0.530912602,0.415342359,0.313148262,0.000302439,0
78408,0.977030747,0.754248584,0.858317661,0.232569521,0.751912676,0.258299131,0.258060712,0.786181238,0.461055667,0.521141525,0.238362932,0.675484545,0.404640423,0.640689372,0.458021504,0.431721602,0.722823045,0.775960889,0.469618383,0.577309872,0.559756442,0.504799406,0.665229756,0.437040843,0.571152183,0.606160508,0.415935405,0.314046658,0.004900518,0
78504,0.976227068,0.768473547,0.840425661,0.273388905,0.768558263,0.272704699,0.26385181,0.789673048,0.463803853,0.498909393,0.337302214,0.725076513,0.452087469,0.641185872,0.500469991,0.424490264,0.766137473,0.499975162,0.42657921,0.578034874,0.558822806,0.493872496,0.669172473,0.246812004,0.572023699,0.461806705,0.417365687,0.313470855,0.000349926,0
78671,0.980312153,0.770498174,0.83151931,0.293213037,0.769570501,0.265401569,0.266583262,0.785169473,0.457228554,0.511998108,0.280329497,0.731531078,0.473893129,0.656255802,0.287917133,0.455536695,0.705961303,0.684499289,0.615001402,0.579223739,0.560364922,0.507889396,0.660596004,0.251785923,0.633980396,0.393324177,0.416623492,0.312928867,3.89E-05,0
78674,0.94499228,0.779073032,0.86231362,0.281511891,0.764184732,0.26822677,0.264089988,0.792855917,0.439363381,0.503040463,0.34586994,0.737804703,0.482308589,0.662713827,0.4036774,0.456204345,0.721721592,0.684958135,0.591660367,0.578966842,0.56448056,0.529398757,0.666196636,0.339512877,0.5411209,0.344443442,0.415981236,0.315028029,0.000389239,0
78728,0.945825249,0.776998072,0.855843075,0.18422367,0.766948629,0.257518154,0.270604147,0.782596516,0.482005512,0.511396089,0.230524626,0.707658536,0.524834661,0.623876291,0.377731669,0.473105041,0.696950417,0.635269593,0.524209027,0.584281915,0.556930189,0.493640458,0.664069697,0.328675659,0.576866875,0.549100688,0.421312423,0.311969315,0.001166549,0
78829,0.969756087,0.750918724,0.848580915,0.203565069,0.753568015,0.256328622,0.262386005,0.786443939,0.52681438,0.486298526,0.359449101,0.729793945,0.322679582,0.658586925,0.398308752,0.444768686,0.726683903,0.704162198,0.631867023,0.584353652,0.564640155,0.512962716,0.662033333,0.457362588,0.586362361,0.412161894,0.416133183,0.314398223,0.010937614,0
78877,0.947570943,0.764132297,0.869031975,0.155084705,0.766038216,0.269886202,0.263770491,0.78794805,0.434618944,0.517799596,0.304306587,0.669696258,0.426183077,0.627243525,0.35195338,0.506946344,0.711938476,0.633705968,0.565582477,0.584168964,0.567762955,0.565137243,0.660097214,0.228641281,0.586782104,0.404966115,0.419745776,0.311627368,0.00140126,0
78909,0.867372518,0.781676507,0.83208449,0.31174804,0.737725193,0.288359011,0.239302947,0.757437923,0.425412781,0.493520113,0.262625632,0.788127564,0.437007835,0.68470392,0.187472562,0.397190223,0.794024994,0.753593122,0.566543916,0.584985733,0.51408928,0.531579761,0.660320681,0.419525038,0.583478881,0.406458657,0.422096441,0.307290249,0.007784779,0
78927,0.941858961,0.7681204,0.864960971,0.253235191,0.767343093,0.264988764,0.269065899,0.789315959,0.449082015,0.496414289,0.331455189,0.697395104,0.324522781,0.665779377,0.350568128,0.473102002,0.70568538,0.671110232,0.477412144,0.580980971,0.561570164,0.487685762,0.669434422,0.325331925,0.579350292,0.305884111,0.415976959,0.313512239,0.004997828,0
78975,0.984812905,0.756723835,0.841339637,0.188383295,0.756491696,0.255326328,0.259434837,0.783466642,0.404051628,0.539011229,0.223322546,0.650862101,0.439301734,0.639380912,0.387119393,0.442221101,0.741826157,0.667412772,0.559314025,0.576377924,0.557331501,0.492777149,0.66520464,0.36105423,0.602117856,0.397266584,0.416980776,0.313403315,0.000389239,0
79001,0.811989653,0.678916769,0.873153236,0.494926668,0.790554072,0.25354419,0.260891525,0.778345389,0.505754698,0.549973487,0.30652079,0.707548924,0.419281597,0.584248717,0.259731897,0.451424024,0.727628628,0.657580628,0.825851384,0.519782335,0.52203748,0.552605146,0.754668358,0.397549707,0.687803972,0.530872586,0.456670364,0.275947685,0.001623516,0
79002,0.913675231,0.743721361,0.869209208,0.194392501,0.770390211,0.260851123,0.260557175,0.790138383,0.432282866,0.513579687,0.367649771,0.700496993,0.407955412,0.63473561,0.304177757,0.474027485,0.746662719,0.544697263,0.541072772,0.583934101,0.566655988,0.544939092,0.666104604,0.348503815,0.605261109,0.397685888,0.419120709,0.320917006,0.00727293,0
79078,0.983137576,0.751517599,0.822461402,0.143202409,0.770141323,0.297837572,0.254680889,0.79433082,0.402483638,0.539108135,0.268106159,0.664265723,0.495259881,0.634206317,0.412090228,0.454294046,0.727588767,0.707505399,0.555406148,0.579277273,0.560821162,0.512235773,0.663771144,0.518040174,0.607868239,0.418184314,0.417323539,0.313686109,0.002374358,0
79103,0.799189834,0.800506912,0.751079641,0.33659344,0.735449193,0.332337124,0.190743048,0.447874128,0.299411667,0.402494435,0.303764667,0.860524165,0.33966015,0.82145982,0.262203583,0.457331404,0.794561698,0.743450738,0.419183052,0.628507964,0.300806502,0.734153585,0.659513259,0.430703997,0.468112055,0.360103423,0.453489375,0.290257876,0.026465134,0
79243,0.952033234,0.778556705,0.860808802,0.244667242,0.767204353,0.257194966,0.269749466,0.784800951,0.448393645,0.502053893,0.236955615,0.70342889,0.488067162,0.647136706,0.399442898,0.460055311,0.713393023,0.637769621,0.579995448,0.581704598,0.557289079,0.479188025,0.663997627,0.36048958,0.571729576,0.44231061,0.421452902,0.315481496,6.93E-05,0
79275,0.980381955,0.7683446,0.813089899,0.26016016,0.781607871,0.297191311,0.263710749,0.793592879,0.460192037,0.50991367,0.260449822,0.709036763,0.433277277,0.659285016,0.349706178,0.447777619,0.713373507,0.653853082,0.582359541,0.579739409,0.56002707,0.49864041,0.662757045,0.519530976,0.633989809,0.385391808,0.416730329,0.313256669,3.89E-05,0
79382,0.972004562,0.761605798,0.835701463,0.30750013,0.76329259,0.26208819,0.26648312,0.787032274,0.47137556,0.509977787,0.334282706,0.69113073,0.219729509,0.681896817,0.329224419,0.43787896,0.733792778,0.652686927,0.54907369,0.580324832,0.563459154,0.508846828,0.661587663,0.379793053,0.610696965,0.380579104,0.415978894,0.313645064,0.007169392,0
79400,0.98027565,0.770986171,0.838881229,0.277000189,0.7650903,0.255368094,0.265894615,0.783451389,0.464172467,0.502772149,0.254704057,0.710187643,0.487871577,0.634027353,0.419482737,0.469270637,0.724983098,0.64316769,0.563533839,0.579725226,0.556310804,0.467422,0.666331422,0.356920733,0.594420978,0.446207065,0.416094416,0.31364775,7.71E-05,0
79520,0.824729299,0.78072431,0.764477717,0.286844934,0.739908655,0.249705381,0.25137599,0.826972227,0.442440794,0.492854828,0.206614262,0.774121147,0.495739864,0.743201284,0.377067515,0.459777542,0.797909893,0.596936457,0.601002721,0.572490218,0.563977374,0.502038926,0.655134821,0.464675489,0.577195207,0.60934481,0.404843044,0.297070338,9.22E-05,0
79603,0.953973662,0.779528359,0.871463363,0.331683525,0.769454219,0.263873387,0.270769343,0.784263763,0.422695249,0.51714097,0.266862364,0.692588281,0.450091955,0.645180025,0.382689225,0.459072407,0.7176077,0.598657824,0.474502096,0.579752229,0.558278093,0.48747067,0.665283913,0.385368942,0.56186721,0.375526223,0.414144414,0.309235771,0.000220698,0
79632,0.94524214,0.780666303,0.856369014,0.243512174,0.764856918,0.258683298,0.266912081,0.790847298,0.433319867,0.500960768,0.339800752,0.737580345,0.481930933,0.664924939,0.343224937,0.468311353,0.713192662,0.670065147,0.596266034,0.580582694,0.559021966,0.485572245,0.665016825,0.380588182,0.569840431,0.43781,0.41907058,0.314040364,7.71E-05,0
79718,0.931421915,0.784901961,0.861455921,0.224538822,0.767593587,0.261839659,0.271730984,0.781639362,0.49736616,0.556557316,0.39477052,0.713104268,0.397143739,0.626514092,0.384070115,0.441560974,0.710709791,0.624243044,0.546174426,0.591092203,0.553516832,0.48844003,0.664743226,0.377093613,0.573302056,0.429913488,0.424014273,0.309773201,0.00034759,0
79781,0.977009026,0.760678227,0.843141939,0.290157709,0.759144028,0.257195405,0.264475874,0.783476956,0.438261592,0.522948963,0.222822809,0.702153395,0.433586069,0.645646457,0.303275349,0.388828792,0.738916983,0.714099294,0.500493028,0.576415899,0.554582992,0.471099444,0.663888023,0.428747886,0.609939337,0.368119359,0.416985767,0.313992452,0.004705899,0
80091,0.895231292,0.764870591,0.837966544,0.211265566,0.760565851,0.256534985,0.263400748,0.797430335,0.463548927,0.500010567,0.344457147,0.725659386,0.379361,0.677515083,0.359273598,0.48085892,0.723324238,0.644110863,0.51114176,0.571203811,0.558763365,0.507204174,0.671808724,0.392068738,0.560611164,0.542856063,0.41686029,0.292205274,0.000143629,0
80102,0.93091716,0.786855701,0.829368862,0.277481227,0.763215443,0.264069028,0.263518303,0.799302197,0.426528682,0.502188047,0.266001484,0.723720664,0.454508962,0.69189771,0.361858004,0.467673345,0.720532885,0.729712448,0.650962178,0.578005121,0.565206794,0.525389158,0.663555983,0.270365281,0.57653631,0.379830383,0.412741172,0.312456384,0.001265027,0
80179,0.945312106,0.766549487,0.872848964,0.255757093,0.754512266,0.271502058,0.268443297,0.786868814,0.433433836,0.51246965,0.225601931,0.674476032,0.393963787,0.636290234,0.380560692,0.401464617,0.735852935,0.740379027,0.459035785,0.574373741,0.55711512,0.500331409,0.668265972,0.381325254,0.555952608,0.355572592,0.419533315,0.314895696,0.008524333,0
80218,0.951234189,0.779586492,0.861498363,0.277332453,0.762777173,0.264022215,0.260867015,0.759948548,0.4405603,0.511506978,0.378698126,0.745721991,0.471373529,0.665842754,0.397972776,0.453515828,0.728072654,0.660529925,0.647066253,0.576580369,0.59448208,0.436894451,0.66448677,0.424616252,0.636128031,0.488431608,0.419033343,0.31640751,0.000174768,0
80450,0.979151078,0.765821737,0.82477996,0.258232285,0.778409631,0.301071505,0.260939379,0.795747196,0.477959511,0.506074035,0.256872614,0.717171531,0.437763356,0.647258991,0.34477908,0.45454032,0.713429166,0.645752962,0.596392996,0.580081507,0.555171399,0.457235113,0.666471866,0.512167993,0.607486808,0.32334518,0.41740856,0.313667567,0.000505621,0
80567,0.941672219,0.768295228,0.863861248,0.246085282,0.771702837,0.263654172,0.266042761,0.789032835,0.439607021,0.500201733,0.369395822,0.716187081,0.361591291,0.665011761,0.355500796,0.416135894,0.752466142,0.599638376,0.623310255,0.581584364,0.563295524,0.522445623,0.662315448,0.354993508,0.588426272,0.632601145,0.415929472,0.313928163,7.78E-05,0
80671,0.975629715,0.764362052,0.858634694,0.302520212,0.761225255,0.273440319,0.259831521,0.791717546,0.491036298,0.50698581,0.353031435,0.728872654,0.340772342,0.651187323,0.345805157,0.441228247,0.735146944,0.631712026,0.513541083,0.577402015,0.561976431,0.522352994,0.666305304,0.340200195,0.588751042,0.366134817,0.418231941,0.313503213,0.00038885,0
80902,0.867356257,0.731192158,0.862731908,0.356807663,0.789966016,0.23803445,0.245954146,0.759322209,0.480227946,0.526895819,0.285952895,0.692653658,0.336895158,0.665641465,0.50855191,0.439316382,0.746254919,0.621191704,0.617729649,0.550263555,0.586010183,0.467866497,0.653435944,0.453956981,0.590135943,0.400289799,0.432790839,0.324420168,0.000971151,0
81274,0.978961799,0.763864894,0.853037066,0.25246289,0.75863634,0.257204899,0.26240663,0.784445236,0.491325168,0.500862256,0.255149595,0.736551132,0.521900888,0.626899282,0.34103096,0.449582748,0.730019029,0.617181472,0.582781712,0.58064825,0.5621205,0.52599331,0.66422734,0.456285699,0.594481272,0.67490249,0.415212023,0.313282728,0.000932227,0
81345,0.978539136,0.773572756,0.827647026,0.283039012,0.768458054,0.256498454,0.266989588,0.784694789,0.445007494,0.496215703,0.416588935,0.739265025,0.47715543,0.60621743,0.370555107,0.462991477,0.761095633,0.670063663,0.529113486,0.579683268,0.560378968,0.504753592,0.664343655,0.371657523,0.605257351,0.487424457,0.416246459,0.313742276,2.96E-05,0
81375,0.976161081,0.764862235,0.858236684,0.328910031,0.760678597,0.269033609,0.262095049,0.788584017,0.507413058,0.500146153,0.216380573,0.735148232,0.404354262,0.623227997,0.211589382,0.413400285,0.75414874,0.562944382,0.576739658,0.578145452,0.554865206,0.474952843,0.66655565,0.392205,0.600935958,0.342101657,0.418109413,0.313745129,0.000974654,0
81422,0.94736863,0.764671609,0.848503928,0.156719606,0.756243399,0.249948448,0.265497999,0.785132807,0.398964281,0.532023321,0.224963734,0.642636565,0.347723952,0.641815916,0.261897601,0.423984053,0.754976133,0.643248381,0.507448691,0.57550585,0.559792326,0.52079013,0.665312869,0.472308595,0.552026091,0.362805289,0.4171811,0.311152336,0.002724673,0
81890,0.980965928,0.753615192,0.850223893,0.192148107,0.752856207,0.255856386,0.258192702,0.785454272,0.398956679,0.541590961,0.360534919,0.678845178,0.39533293,0.648099233,0.348869324,0.449605441,0.740232848,0.687151055,0.560413366,0.577346211,0.556931671,0.478245016,0.667745104,0.444573225,0.578808058,0.353115913,0.416907937,0.313718559,0.002724673,0
82181,0.903535968,0.777943456,0.833160452,0.17893014,0.76258008,0.256749285,0.267190822,0.783747636,0.500845288,0.509377308,0.229337459,0.720528166,0.541234127,0.643660525,0.502822291,0.427922906,0.729189253,0.676121479,0.746132963,0.573555532,0.561909059,0.529041196,0.660229962,0.31643983,0.606698434,0.451347861,0.37330663,0.300440754,0.001385691,0
82439,0.976512814,0.750136595,0.85036283,0.20109454,0.752955797,0.258666941,0.25930397,0.783864788,0.399858953,0.534795097,0.297614841,0.701803758,0.583863279,0.624265692,0.407977195,0.431226479,0.751691576,0.628598589,0.485911598,0.581282023,0.563344078,0.52946368,0.663800612,0.440826492,0.588916118,0.406234748,0.417276653,0.314387084,0.007745855,0
82536,0.942922234,0.77200537,0.868203772,0.33335671,0.756692658,0.26874216,0.266525243,0.792338298,0.478085798,0.490522576,0.182793661,0.711496756,0.370278475,0.636233939,0.217332728,0.412747981,0.7621295,0.625748434,0.690172173,0.581889225,0.558054452,0.483269498,0.670836299,0.429850712,0.563213264,0.349200793,0.417262913,0.315253657,0.006032814,0
82580,0.976994802,0.769340927,0.841138878,0.294531057,0.764350132,0.261940589,0.26402123,0.786941424,0.47081046,0.494949648,0.392836881,0.75377349,0.464106892,0.597958715,0.279930161,0.446956562,0.766194726,0.650017681,0.550349212,0.579545574,0.560158778,0.511373968,0.664560151,0.407864858,0.602338304,0.492226118,0.41683698,0.31378795,0.000479153,0
82623,0.979415646,0.75432561,0.834537973,0.175633667,0.763649142,0.276139567,0.259484339,0.789981852,0.38227913,0.537854321,0.400239196,0.70313514,0.447452704,0.655603047,0.397363938,0.400944425,0.773956862,0.525057728,0.4763844,0.57620514,0.555160959,0.472431976,0.669112687,0.191009522,0.572748684,0.360015403,0.417724821,0.313090233,0.002327649,0
82636,0.978234372,0.749395601,0.829730662,0.19253506,0.7578939,0.260897109,0.261607769,0.784244323,0.397866806,0.539751438,0.28946643,0.670466285,0.401087965,0.647321577,0.269727386,0.434381969,0.742463351,0.695036514,0.61006147,0.580375593,0.559745762,0.495675357,0.66012949,0.314044661,0.614550571,0.417791826,0.415928437,0.313568175,0.008022993,0
82735,0.979056927,0.772450757,0.835602872,0.30706864,0.766278844,0.251495376,0.269244874,0.781111735,0.447206801,0.510146734,0.270212237,0.725638695,0.502958562,0.660395548,0.378791719,0.442815816,0.720501995,0.621626577,0.538239316,0.579642701,0.561903433,0.514859587,0.662839218,0.437894558,0.626156403,0.378856775,0.416332139,0.313470298,0.001087923,0
82914,0.939296434,0.777009599,0.818764516,0.242769111,0.783078216,0.295085538,0.264900711,0.797861873,0.43612391,0.510115654,0.261206601,0.700041058,0.448214617,0.672875498,0.416299567,0.448881137,0.717479713,0.681929189,0.630584214,0.581224939,0.562549637,0.509013446,0.662190515,0.518734015,0.575190589,0.36601886,0.417405407,0.315892206,0.000919772,0
82951,0.978601879,0.766254656,0.838022536,0.252197496,0.762406891,0.252672294,0.266070697,0.784733863,0.462109482,0.510353369,0.35645277,0.6990751,0.284773855,0.680953849,0.364793095,0.462546974,0.72139102,0.635762054,0.608154008,0.578872703,0.555079537,0.444462867,0.668305059,0.422005663,0.577314712,0.524806794,0.414217037,0.313015392,0.001510247,0
83043,0.951904268,0.776577357,0.864382367,0.236298484,0.766752526,0.253919159,0.270208413,0.784379424,0.444943013,0.494294721,0.303479941,0.734638908,0.515433495,0.646814487,0.365233939,0.448641272,0.722336441,0.5735132,0.461500653,0.578644821,0.560966913,0.506279361,0.668467837,0.464357681,0.521952006,0.393451989,0.419378407,0.317023825,7.71E-05,0
83278,0.977579753,0.768568466,0.839303867,0.291947372,0.765978836,0.263065398,0.265400185,0.78659793,0.45798563,0.511885157,0.350473433,0.720278766,0.382507978,0.671606668,0.380160221,0.452193368,0.717445486,0.660530634,0.538479956,0.578587713,0.56293482,0.520049521,0.663449833,0.339569268,0.611169676,0.377157407,0.416811012,0.313242077,0.001087923,0
83279,0.908891902,0.778750618,0.86732419,0.297588173,0.759764809,0.268022815,0.267808474,0.786752699,0.523124125,0.555546828,0.26263515,0.678522591,0.367728756,0.615057859,0.458085435,0.428556307,0.733274358,0.653869031,0.576148007,0.589213692,0.556628287,0.538660743,0.657652667,0.39198665,0.603961888,0.404726081,0.414673084,0.304395708,0.003374702,0
83476,0.936986605,0.768941742,0.859001425,0.228085329,0.777461297,0.255090905,0.266982972,0.786144206,0.447353473,0.488484839,0.191074446,0.681098749,0.458500286,0.631424157,0.386603754,0.481911773,0.710814836,0.674200548,0.551290653,0.582344985,0.557316895,0.457751872,0.662515662,0.237181108,0.602651357,0.441372296,0.415743878,0.314657515,3.85E-05,0
83557,0.930337794,0.785763575,0.827379235,0.182928375,0.764513778,0.261777468,0.262590089,0.799810514,0.453682913,0.489258142,0.176405268,0.716355429,0.511542672,0.670609794,0.381005005,0.47851878,0.719512295,0.625570274,0.517419498,0.578410645,0.56119218,0.49532503,0.664833646,0.210810624,0.579482035,0.569218617,0.412730808,0.31195409,5.68E-05,0
83567,0.980384154,0.771240322,0.836819558,0.273799161,0.766507291,0.257326378,0.266249446,0.783151044,0.460696543,0.502219836,0.246722929,0.722416333,0.553765519,0.628146313,0.414673216,0.470917594,0.72047536,0.643335692,0.57180652,0.580546809,0.556216519,0.467673792,0.665529856,0.31914085,0.598032844,0.448691813,0.41615533,0.313648606,0.00038885,0
83701,0.959883837,0.748415724,0.848721621,0.346624943,0.757591897,0.270910893,0.266247798,0.7869929,0.503603381,0.495156353,0.220296659,0.742823555,0.437865824,0.624699162,0.213429214,0.414967188,0.7540041,0.567028099,0.564184979,0.589137078,0.559774687,0.464054815,0.660000783,0.396905974,0.591365777,0.333270659,0.416420885,0.315512984,0.02028402,0
83756,0.877702378,0.708160118,0.881948354,0.342589454,0.800772444,0.234774922,0.24182276,0.79682989,0.500345493,0.501106428,0.289531258,0.750516752,0.337811701,0.639283338,0.131050687,0.421413615,0.743638312,0.622348715,0.560188234,0.593312603,0.564770983,0.471697868,0.681357399,0.376640192,0.580526557,0.309379595,0.415823073,0.317989964,0.00061889,0
